umur,pekerjaan,status_pernikahan,kredit,saldo,cicilan,pinjaman,membership
51,services,married,no,540,yes,no,no
57,management,married,no,4046,no,yes,no
36,blue-collar,married,no,0,no,no,no
41,admin.,single,no,2790,yes,no,no
51,unknown,single,no,0,no,no,no
55,retired,divorced,no,1218,no,yes,no
42,services,married,no,1007,no,no,no
45,blue-collar,married,no,419,no,no,no
37,self-employed,married,no,144,yes,no,no
57,blue-collar,married,no,60,no,no,no
47,blue-collar,married,no,421,yes,yes,no
39,technician,single,no,681,yes,no,no
37,services,single,no,244,no,no,no
39,blue-collar,married,no,3503,no,no,no
50,management,married,no,15442,no,no,no
37,management,single,no,240,no,no,yes
37,blue-collar,single,no,0,no,no,no
37,entrepreneur,married,no,983,no,yes,no
46,management,divorced,no,743,no,no,no
47,technician,married,no,89,no,no,no
59,blue-collar,married,no,3587,no,yes,no
42,blue-collar,married,no,1401,yes,no,no
60,retired,married,no,9397,no,no,no
39,services,married,no,-119,no,yes,no
37,unemployed,single,no,1648,yes,no,no
60,management,married,no,13360,no,yes,no
37,admin.,married,no,641,yes,no,no
45,housemaid,married,no,2424,no,no,no
37,entrepreneur,divorced,no,14,no,no,no
55,retired,married,no,0,no,no,no
56,management,divorced,no,982,no,no,no
31,blue-collar,married,no,1779,yes,no,no
55,housemaid,single,no,0,no,no,no
46,admin.,single,no,849,yes,no,yes
56,blue-collar,married,no,206,no,no,no
28,admin.,single,no,25,yes,no,no
35,blue-collar,single,no,227,no,yes,no
44,services,married,no,67,yes,no,no
50,retired,married,no,420,no,no,no
42,unknown,single,no,1316,no,no,no
51,technician,divorced,no,1,yes,no,no
42,unemployed,married,no,202,no,no,no
42,technician,married,no,769,no,no,no
59,housemaid,married,no,495,no,no,no
48,management,married,no,2960,no,no,no
57,housemaid,divorced,no,3063,no,no,no
56,retired,married,no,842,no,yes,no
48,blue-collar,single,no,316,no,no,no
59,blue-collar,married,no,139,no,no,no
36,blue-collar,married,no,346,yes,no,no
43,blue-collar,single,no,318,yes,no,yes
44,unemployed,married,no,1151,yes,no,no
47,management,married,no,0,no,no,no
27,management,single,no,703,yes,no,yes
60,blue-collar,married,no,40,no,no,no
59,unknown,married,no,1470,no,no,no
42,housemaid,married,no,0,no,yes,no
35,entrepreneur,single,no,1800,yes,no,no
45,services,married,no,0,no,yes,no
60,retired,married,no,4820,no,no,no
38,management,divorced,no,4207,no,no,no
53,unemployed,divorced,no,1242,no,no,no
37,technician,single,no,0,no,no,no
54,entrepreneur,married,no,11464,no,no,no
39,services,married,no,0,no,no,no
45,services,married,no,6397,yes,no,no
42,admin.,single,no,2758,yes,no,no
50,management,married,no,3304,no,no,no
47,blue-collar,married,yes,0,no,no,no
38,services,divorced,no,61,no,no,yes
42,blue-collar,married,no,865,no,yes,no
46,blue-collar,married,no,0,yes,no,no
39,blue-collar,married,no,3231,yes,yes,no
56,management,married,no,7747,no,no,no
49,blue-collar,married,no,787,yes,no,no
39,admin.,single,no,0,yes,no,no
61,housemaid,married,no,0,no,no,no
45,blue-collar,married,no,1227,no,no,no
32,blue-collar,single,no,226,yes,no,no
53,services,divorced,no,3107,no,no,no
53,housemaid,married,no,104,no,yes,yes
36,unemployed,single,no,1201,yes,no,no
37,management,divorced,no,168,yes,no,no
54,housemaid,divorced,no,1327,no,no,no
58,admin.,married,no,4318,no,no,no
46,blue-collar,married,no,5164,yes,no,no
49,management,married,no,414,yes,no,no
41,admin.,married,no,4320,yes,no,no
48,admin.,married,no,476,no,no,no
47,blue-collar,married,no,1996,no,no,yes
56,housemaid,divorced,yes,1238,no,no,yes
41,housemaid,married,no,879,no,no,yes
37,blue-collar,married,no,196,yes,no,no
29,blue-collar,married,no,185,yes,yes,no
29,self-employed,married,no,425,yes,no,yes
48,management,married,no,0,yes,no,no
30,entrepreneur,single,no,734,yes,no,no
37,technician,single,no,255,no,no,no
38,admin.,married,no,4458,yes,no,no
60,blue-collar,married,no,71,no,no,no
37,entrepreneur,married,no,351,yes,no,no
39,services,married,no,0,yes,no,no
55,management,single,no,7025,no,no,no
40,blue-collar,married,no,743,no,no,no
51,unemployed,married,no,0,no,no,no
33,housemaid,divorced,no,-18,yes,no,no
55,blue-collar,married,no,660,no,no,no
26,technician,married,no,-293,yes,yes,no
38,self-employed,married,no,10855,no,no,no
38,blue-collar,married,no,0,no,no,no
36,blue-collar,married,no,130,yes,no,no
43,services,single,no,848,no,no,no
36,unknown,single,no,1070,no,no,no
48,technician,married,no,460,no,no,no
38,services,single,no,1222,yes,no,no
44,services,divorced,no,-389,yes,yes,no
37,blue-collar,single,no,0,yes,no,no
58,blue-collar,married,no,0,no,no,no
38,services,married,no,2600,no,no,no
37,blue-collar,married,no,1795,yes,no,no
45,blue-collar,single,no,143,no,no,no
46,technician,married,no,792,no,no,no
29,services,married,no,549,yes,no,no
39,admin.,married,no,15,no,no,no
41,admin.,married,no,21515,yes,no,no
44,management,married,no,588,yes,no,no
48,services,single,no,220,no,no,no
39,unknown,single,no,914,no,no,no
48,admin.,married,no,1099,no,yes,no
36,admin.,single,no,1815,no,no,no
44,technician,married,no,1210,no,no,no
37,admin.,married,no,637,no,no,no
56,retired,married,no,855,no,no,no
39,services,single,no,117,yes,no,no
50,technician,divorced,no,1044,no,no,no
41,blue-collar,married,no,1459,no,no,no
48,entrepreneur,divorced,no,275,no,yes,no
59,housemaid,married,no,500,no,no,no
50,entrepreneur,single,no,1659,no,no,no
36,self-employed,married,no,4579,yes,no,no
40,services,single,no,1038,no,no,no
55,admin.,single,no,533,no,no,no
52,management,married,no,0,no,no,no
40,management,single,no,269,no,no,no
50,housemaid,married,no,34,yes,no,no
59,management,married,no,3694,yes,no,no
52,management,married,no,1111,no,no,no
40,unemployed,married,no,1779,yes,no,no
55,retired,married,no,2996,no,no,no
53,retired,married,no,1554,no,no,no
40,self-employed,married,no,1750,no,no,no
35,self-employed,married,no,188,yes,yes,yes
24,admin.,married,no,541,yes,no,no
53,management,married,no,652,no,no,no
52,services,married,no,91,yes,no,no
38,admin.,single,no,3239,no,no,yes
44,technician,married,no,358,no,no,no
39,blue-collar,divorced,yes,-294,yes,no,no
45,retired,divorced,no,229,no,no,no
32,blue-collar,married,no,95,yes,no,no
48,management,married,no,1733,no,no,no
37,unknown,married,no,808,no,no,no
59,management,married,no,2269,no,yes,no
35,admin.,married,no,214,yes,yes,no
37,blue-collar,married,no,0,no,yes,no
41,technician,married,no,13,no,no,no
45,services,married,no,1550,yes,no,no
43,management,divorced,no,130,yes,no,no
42,management,married,no,477,yes,no,no
59,blue-collar,married,no,8562,no,no,no
58,retired,married,no,150,yes,no,no
41,self-employed,married,no,20,no,no,no
38,technician,single,no,-572,yes,yes,no
38,admin.,married,no,884,yes,no,no
57,self-employed,single,no,3277,no,no,no
40,services,married,no,429,no,no,no
44,unemployed,married,no,97,yes,no,no
33,management,married,no,113,yes,no,no
36,blue-collar,divorced,no,-11,no,no,no
39,blue-collar,single,no,3583,no,no,no
55,unemployed,married,no,457,yes,no,no
53,unknown,married,no,1347,no,no,no
45,blue-collar,married,no,146,yes,yes,no
50,technician,married,no,416,yes,no,yes
39,blue-collar,single,no,323,yes,no,no
39,blue-collar,married,no,12848,yes,no,no
49,technician,married,no,550,yes,no,no
30,technician,married,yes,-1019,yes,no,no
45,blue-collar,divorced,no,844,no,no,yes
38,blue-collar,single,no,68,no,no,no
42,blue-collar,married,no,698,no,no,no
36,admin.,single,no,-17,yes,no,no
30,services,married,no,311,yes,yes,no
53,entrepreneur,married,no,943,yes,yes,no
36,management,married,no,1357,yes,no,no
56,management,married,no,0,no,no,no
44,unemployed,married,no,280,yes,no,no
58,admin.,married,no,1464,yes,yes,no
39,technician,single,no,1820,no,no,no
55,management,married,no,0,no,no,no
39,blue-collar,single,no,1537,no,yes,no
49,admin.,married,no,1677,no,no,no
51,technician,married,no,223,yes,no,no
39,admin.,married,no,1595,yes,no,no
53,technician,divorced,no,12,no,no,no
41,management,married,no,140,yes,no,no
35,admin.,single,no,2452,yes,no,no
37,self-employed,single,no,281,yes,no,no
35,entrepreneur,married,no,2074,yes,no,no
38,services,married,no,5,no,no,no
41,management,married,no,1304,yes,no,no
35,blue-collar,married,no,860,yes,no,yes
26,blue-collar,married,no,986,yes,no,no
41,blue-collar,married,no,0,no,no,no
58,housemaid,married,no,419,no,yes,no
58,blue-collar,married,no,266,yes,no,no
42,technician,married,no,1189,no,no,no
40,unemployed,married,no,3924,no,no,no
52,self-employed,single,no,1623,yes,no,no
51,services,married,no,518,no,no,no
57,retired,married,no,3594,no,no,no
46,management,married,no,2296,no,no,no
29,technician,single,no,3313,yes,no,no
40,blue-collar,married,no,1613,yes,no,no
36,management,married,no,-661,yes,yes,no
55,blue-collar,married,no,2171,no,no,no
32,management,single,no,1742,no,no,no
58,admin.,married,no,549,no,no,no
38,student,single,no,1523,yes,no,no
46,admin.,single,no,1790,yes,no,no
44,technician,married,no,363,no,yes,no
26,services,single,no,512,yes,yes,no
37,management,married,no,636,no,yes,no
57,technician,married,no,0,no,no,no
28,admin.,single,no,731,yes,no,no
47,blue-collar,married,no,3460,yes,no,no
40,entrepreneur,married,no,4674,no,no,no
35,blue-collar,married,no,3279,no,no,no
40,blue-collar,married,no,12,yes,no,no
39,admin.,single,no,2805,no,no,no
24,student,single,no,0,no,no,no
34,blue-collar,single,no,1848,yes,no,no
34,management,single,no,125,yes,yes,no
38,technician,married,no,635,no,no,no
55,management,divorced,no,394,no,no,no
39,technician,single,no,1646,yes,no,no
44,blue-collar,married,no,249,yes,yes,no
45,self-employed,married,no,334,no,no,no
47,admin.,married,no,407,yes,no,no
46,blue-collar,married,no,2093,no,no,no
53,blue-collar,married,no,0,yes,no,no
51,admin.,married,no,1699,no,no,no
59,management,single,no,911,no,yes,no
39,blue-collar,married,no,3127,yes,yes,no
52,blue-collar,married,no,-133,no,no,no
39,blue-collar,single,no,2841,yes,no,no
41,blue-collar,married,no,2770,yes,yes,no
42,blue-collar,married,no,-355,yes,yes,no
42,self-employed,married,no,21861,no,no,no
52,management,married,no,3258,no,no,no
47,unemployed,married,no,122,no,yes,no
39,self-employed,divorced,yes,-103,no,yes,no
42,blue-collar,married,no,230,yes,no,no
38,admin.,married,no,3,yes,yes,no
39,services,single,no,609,no,no,no
35,housemaid,single,no,1015,yes,no,yes
58,technician,married,yes,-247,no,no,no
56,management,divorced,no,0,no,no,no
46,management,married,no,625,yes,no,no
60,technician,divorced,no,0,no,no,no
39,unknown,married,no,1701,no,no,no
48,entrepreneur,single,no,2313,no,no,no
39,blue-collar,married,no,599,yes,no,no
41,blue-collar,single,no,656,no,no,no
36,services,married,no,1328,yes,no,no
44,management,single,no,13,no,no,no
32,services,married,no,21,no,no,no
37,services,single,no,2571,no,no,no
51,management,married,no,12,no,no,no
32,blue-collar,married,no,1138,yes,yes,no
41,services,married,no,-140,no,yes,no
26,management,single,no,565,yes,no,no
38,blue-collar,married,no,2836,no,no,no
36,housemaid,married,no,122,no,no,no
39,unknown,single,no,0,no,no,no
56,services,married,no,444,yes,no,no
39,self-employed,married,no,1047,no,no,yes
52,housemaid,married,no,1837,no,no,no
30,blue-collar,divorced,no,1,yes,no,no
25,management,single,no,490,yes,no,no
60,retired,married,no,-1110,yes,no,no
38,blue-collar,married,no,0,no,no,no
54,entrepreneur,married,no,2791,no,no,no
40,services,single,no,546,yes,no,no
37,blue-collar,married,no,27,no,no,no
43,entrepreneur,married,no,5506,no,yes,no
39,management,divorced,no,401,no,no,no
33,blue-collar,married,no,3704,yes,no,no
28,blue-collar,married,no,708,yes,no,no
27,services,single,no,482,yes,no,no
44,management,divorced,no,0,no,no,no
38,management,married,no,881,no,yes,no
41,technician,married,no,118,no,no,no
44,admin.,married,no,248,no,no,no
54,management,married,no,884,yes,no,no
30,technician,single,no,799,yes,yes,no
39,blue-collar,married,no,0,no,no,no
51,self-employed,married,no,10,no,no,no
38,blue-collar,married,no,292,yes,yes,no
36,management,single,no,992,no,no,no
36,blue-collar,single,no,1012,yes,yes,no
35,management,single,no,0,no,no,no
37,self-employed,single,no,984,no,no,no
50,blue-collar,single,no,1743,yes,no,no
38,management,married,no,794,yes,no,no
40,management,single,no,383,yes,no,no
46,unknown,married,no,2505,no,no,no
39,admin.,married,no,441,no,no,no
48,blue-collar,married,no,72,yes,no,no
38,unknown,married,no,0,no,no,no
38,blue-collar,single,no,1230,yes,no,no
58,unknown,married,no,4150,no,no,no
31,technician,single,no,694,yes,no,no
51,management,married,no,9796,no,yes,no
41,housemaid,divorced,no,9059,no,no,no
26,blue-collar,single,no,940,yes,no,no
26,technician,single,no,639,yes,no,yes
26,admin.,married,no,710,yes,yes,yes
28,admin.,married,no,-156,yes,no,no
38,blue-collar,married,no,926,no,yes,no
53,management,married,no,6408,no,no,no
56,management,married,no,3039,no,no,no
27,admin.,single,no,685,yes,no,no
48,blue-collar,divorced,no,0,no,no,no
56,unknown,divorced,no,2152,no,no,no
37,blue-collar,married,no,1508,no,yes,yes
41,blue-collar,married,no,901,yes,no,no
38,blue-collar,married,no,8251,no,no,no
29,technician,single,no,778,yes,no,no
43,blue-collar,married,no,101,no,no,no
60,housemaid,married,no,161,no,no,no
36,admin.,married,no,4785,no,yes,no
38,admin.,single,no,3823,no,no,no
40,technician,married,no,-282,yes,no,no
58,entrepreneur,married,no,1657,no,no,no
41,blue-collar,divorced,no,1491,yes,no,no
47,unknown,married,no,750,no,no,no
60,technician,married,no,0,no,no,no
37,services,single,no,148,no,yes,no
58,technician,divorced,no,797,yes,no,no
30,management,single,no,329,yes,no,no
47,admin.,married,no,1060,yes,no,no
46,unknown,married,no,613,no,no,no
54,services,single,no,492,no,no,no
58,management,divorced,no,1266,no,yes,no
41,entrepreneur,married,no,406,no,no,no
53,retired,married,no,2010,no,yes,no
35,self-employed,single,no,45,no,yes,no
46,technician,married,no,0,no,no,no
51,entrepreneur,married,no,5403,no,no,no
35,self-employed,married,no,116,no,no,no
48,technician,married,no,545,no,no,no
37,self-employed,single,no,1004,yes,no,no
35,housemaid,married,no,8127,no,no,no
51,housemaid,married,no,1521,no,no,no
36,unemployed,married,no,1453,no,no,no
50,blue-collar,married,no,-294,yes,no,no
60,retired,married,no,22018,no,no,no
35,blue-collar,married,no,3595,no,no,no
55,blue-collar,divorced,no,4053,no,no,no
36,technician,single,no,300,yes,no,no
59,housemaid,divorced,no,45141,no,no,no
37,management,married,no,657,no,no,no
39,services,married,no,-540,no,no,no
34,technician,married,no,139,yes,yes,no
53,blue-collar,married,no,66,no,no,no
50,blue-collar,married,no,746,yes,no,no
32,self-employed,married,no,189,yes,no,no
36,management,single,no,624,yes,no,no
59,housemaid,divorced,no,3180,no,no,no
30,admin.,single,no,223,yes,no,yes
40,blue-collar,single,no,1055,no,no,no
60,self-employed,married,no,0,no,no,no
37,self-employed,married,no,160,no,no,no
36,self-employed,single,no,2000,no,no,no
46,blue-collar,married,no,425,yes,no,no
52,self-employed,married,no,9,no,yes,no
38,management,single,no,619,yes,no,yes
28,technician,single,yes,-1042,yes,no,yes
57,blue-collar,married,no,679,yes,no,no
40,management,married,no,406,no,no,no
40,admin.,married,no,334,yes,no,no
38,admin.,married,no,215,yes,yes,no
59,admin.,married,no,1001,no,no,no
48,unemployed,married,no,5462,no,no,no
37,blue-collar,married,no,685,yes,no,no
36,entrepreneur,divorced,no,914,no,no,no
56,technician,married,no,359,yes,no,no
27,management,single,no,1029,yes,no,no
54,self-employed,divorced,no,351,yes,no,yes
41,admin.,single,no,84,yes,no,no
53,blue-collar,married,no,0,no,no,no
35,unknown,married,no,0,no,no,no
26,admin.,married,no,1417,yes,no,no
39,blue-collar,married,no,123,yes,no,no
50,services,single,no,1205,yes,no,no
49,management,single,no,53,no,no,no
48,management,married,no,11146,no,no,no
42,management,married,no,202,no,no,no
46,self-employed,single,no,2899,no,no,no
48,entrepreneur,married,no,810,no,no,no
36,technician,married,no,22,no,no,no
59,self-employed,married,no,10360,no,no,no
48,services,married,no,328,no,no,no
52,blue-collar,married,no,4793,yes,no,no
56,unemployed,divorced,no,763,no,no,no
47,blue-collar,married,no,673,yes,yes,no
52,self-employed,married,no,1088,yes,no,no
53,entrepreneur,married,no,19850,no,no,no
50,technician,married,no,8001,no,no,no
51,self-employed,married,no,8313,no,no,no
37,technician,single,no,1309,no,no,no
41,blue-collar,married,no,1461,yes,no,yes
59,retired,married,yes,-488,no,yes,no
55,services,divorced,no,653,no,no,no
35,blue-collar,single,no,871,yes,no,no
56,housemaid,divorced,no,1059,no,yes,no
36,services,divorced,no,1594,no,no,no
43,self-employed,married,no,64,no,no,no
48,management,married,no,0,yes,no,no
34,housemaid,married,no,1265,yes,no,no
44,self-employed,single,no,97,yes,no,no
39,services,married,no,207,no,no,no
43,admin.,married,no,482,yes,no,no
53,housemaid,single,no,3275,no,no,no
36,blue-collar,married,no,70,yes,no,no
36,services,single,no,38,no,no,no
41,management,single,no,195,no,no,no
37,services,divorced,no,319,yes,no,yes
32,services,divorced,no,5267,yes,no,no
56,retired,divorced,no,2774,no,no,no
44,blue-collar,single,no,259,yes,no,no
25,admin.,single,no,0,yes,no,no
30,management,single,no,1636,no,no,no
32,services,married,no,4789,yes,yes,no
53,technician,married,no,480,no,no,yes
29,technician,married,no,-246,yes,no,no
49,housemaid,divorced,no,630,no,no,no
37,entrepreneur,married,no,342,yes,no,no
41,housemaid,single,no,21,no,no,no
37,blue-collar,divorced,no,33,yes,no,no
41,admin.,divorced,no,762,yes,no,no
46,technician,married,no,0,no,no,no
35,services,single,no,-2,no,no,no
40,services,single,no,2936,no,no,no
36,housemaid,single,no,561,no,no,no
39,housemaid,single,no,2022,no,no,no
55,housemaid,married,no,1870,no,no,no
49,housemaid,divorced,no,2754,no,no,no
54,management,married,no,1960,no,no,no
45,self-employed,married,no,510,no,no,no
29,blue-collar,single,no,213,yes,no,yes
58,blue-collar,married,no,4053,no,no,no
35,management,married,no,482,no,no,no
50,blue-collar,married,no,464,no,yes,no
47,admin.,married,no,1383,yes,no,no
38,blue-collar,married,no,3598,no,no,no
